address,name,body_size,prior_level,verdict,verdict_tag,port_location,evidence,source,audit_date
00412b00,SetSurfaceColorKeyFromRGB,134,3,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:10296,"orig sets DDraw IDirectDrawSurface color-key via vtbl[0x74](sf,8,&key) using RGB565/RGB555 bit-depth conversion; port uses alpha blending instead of color-keying",AGENT,2026-05-24
00412b90,RenderTgaWithColorKeyToSurface,447,3,INTENTIONAL,D3D11_BACKEND,main.c:902,"orig dithers 16bpp surface pixels except color-key pixel via DDraw Lock/Unlock vtbl[100]/vtbl[0x80]; same DDraw collapse class, listed density-match in Phase 4 manifest",AGENT,2026-05-24
00412d50,MeasureOrDrawFrontendFontString,213,3,INTENTIONAL,FONTSTR,td5_frontend.c:10428,"orig walks g_largeFontAdvance per-glyph and blits 24x24 sub-rects via vtbl[0x1c] Blt(0x11) to g_menuFontSurface; port collapses to fe_draw_text glyph-strip atlas (FontStr manifest)",AGENT,2026-05-24
00411e90,ReleaseTrackedFrontendSurfaces,96,3,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:10292,"orig iterates DDraw surface registry calling vtable+0x34 Restore/+0x8 Release; D3D11 backend has no surface registry — collapsed per ARCH-DIVERGENCE: DDraw manifest",AGENT,2026-05-24
00411f00,CreateTrackedFrontendSurface,301,5,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:10499,"orig DDraw CreateSurface + registry insert with fallback caps 0x840; port collapses to frontend_load_tga + fe_draw_quad per Phase 5(c) DDraw→D3D11 manifest",AGENT,2026-05-24
00412030,LoadFrontendTgaSurfaceFromArchive,688,3,INTENTIONAL,D3D11_BACKEND,td5_asset.c:3051,"orig DX::ImageProTGA decode + DDraw surface Lock/copy with g_tgaDecodeRedMask etc; port uses asset PNG pipeline (td5_asset_load_png) into BGRA32 for D3D11 upload",AGENT,2026-05-24
004122f0,LoadTgaToFrontendSurfaceFromArchive,693,3,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:10293,"orig TGA→DDraw surface copy with 0-pixel→1 colorkey transform; replaced by frontend_load_tga PNG pipeline; ARCH-DIVERGENCE: DDraw manifest entry",AGENT,2026-05-24
004125b0,LoadTgaToFrontendSurface16bpp,502,5,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:9165,"orig loads TGA directly into g_primaryWorkSurface clipped by g_frontendCanvasW/H; port replaces with frontend_load_tga shim (PNG→D3D11 texture). Same DDraw collapse class as 0x004127B0 variant",AGENT,2026-05-24
00414640,LoadFrontendSoundEffects,241,4,INTENTIONAL,M2DX_AUDIO,td5_sound.c:1299,"orig walks 10 parallel WAV path/slot arrays calling OpenArchiveFileForRead(Sounds.zip)+DXSound::LoadBuffer(buf,slot,0); port mirrors same 10-entry path/slot tables but routes via td5_asset_open_and_read + td5_plat_audio_load_wav",AGENT,2026-05-24
00414740,InitializeFrontendResourcesAndState,847,5,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:3179,"orig sets dd_exref bit-depth lut, creates DDraw 640x480 work surfaces, loads ButtonBits/ArrowButtonz/SnkMouse/BodyText/SmallText TGAs via LoadFrontendTgaSurfaceFromArchive + CD-track pick rand loop; port uses D3D11 texture pages and PNG assets, no DDraw surface registry",AGENT,2026-05-24
00414a90,InitializeFrontendDisplayModeState,190,5,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:2023,"orig calls BuildEnumeratedDisplayModeList walking dd_exref+0x34 mode table, seeds ordinals + WritePackedConfigTd5 + CD-track pick rand loop; port uses td5_plat_enum_display_modes (DXGI) with annotated %dx%d %dbpp label per L5 ARCH-DIVERGENCE comment",AGENT,2026-05-24
00414b50,RunFrontendDisplayLoop,996,5,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:3096,"orig DDERR_SURFACELOST handshake + DXDraw::Flip(1) + back-surface Lock primer + g_frontendFrameToggle XOR; port collapses to td5_plat_present(1); per-screen FN dispatch + cheat-code 6-slot decoder + attract-mode timeout all preserved (50s->60s cosmetic)",AGENT,2026-05-24
00414f40,RenderPositionerGlyphStrip,235,3,INTENTIONAL,FONTSTR,td5_hud.c:3578,"orig rasterizes 8x8 positioner glyphs via QueueFrontendOverlayRect 0x24x0x24 cells from g_menuFontSurface; port collapses HUD glyph rasterizer into unified glyph-strip atlas via fe_draw_text (HudGlyph ARCH-DIVERGENCE doc-block, no per-quad port equivalent)",AGENT,2026-05-24
00412e30,CreateMenuStringLabelSurface,472,5,NOT_PORTED,FONTSTR,,"orig DDraw helper: loads ""Front_End/<name>.tga"" via LoadFrontendTgaSurface + Lock(vtbl[100]) OR renders font label via MeasureOrDrawFrontendFontString to a tracked DDraw surface; port renders titles live per-frame via fe_draw_text. Collapsed into DDraw FONTSTR/SURFBLIT class manifests (td5_frontend.c:10418-10448); 19 orig callers (screen FSMs) all rewritten to live render",AGENT,2026-05-24
00413010,DrawPostRaceHighScoreEntry,1368,3,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:4522,"orig draws into g_lobbyErrorDialogSurface via per-glyph DDraw blits; port folded into frontend_render_high_score_overlay (td5_frontend.c:4522) per ScreenFSM manifest entry at td5_frontend.c:10505. Byte-faithful column geometry (col_name=16, col_score=128, col_car=228, col_avg=352, col_top=444) and 5-row stride (48+16/row) preserved; speed-suffix MPH/KPH gating mirrors orig gSpeedReadoutUnitsConfigShadow",AGENT,2026-05-24
00413580,ScreenPostRaceHighScoreTable,1549,4,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:9059,"port Screen_PostRaceHighScore at td5_frontend.c:9059 is case-for-case (0..8) mirror with DDraw->D3D11 substitutions per ScreenFSM manifest at td5_frontend.c:10516; slide-in 0x27 + slide-out 0x10 frame counters, state-6 wrap [0..0x19] with cheat-path 0x1a, state-8 return_screen==-1 -> td5_save_write_config(NULL) all preserved. DDraw secondary-buffer blits collapsed to no-op",AGENT,2026-05-24
00413bc0,ScreenPostRaceNameEntry,2587,5,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:9698,"port Screen_PostRaceNameEntry at td5_frontend.c:9698 is 13-state (0..0xC) mirror of orig's 13-state FSM. Qualification logic (group=game_type+0x13 cup / 0x13 drag / track else; score_type 0=time,1=lap,2=pts) preserved per [CONFIRMED @ 0x413BCF-0x413CA4]. Insert-position scan with shift-down at case 4 byte-faithful per [CONFIRMED @ 0x413CB5-0x413D71]. case 12 flush to td5_save_write_config matches orig WritePackedConfigTd5",AGENT,2026-05-24
00414610,SetFrontendScreen,40,5,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:2921,"orig is 4 simple writes (g_frontendInnerState=0, anim counter=0, fn_ptr=table[idx], timestamp=timeGetTime). Port td5_frontend_set_screen at td5_frontend.c:2921 adds D3D11 surface-pool release/preserve sweep, button reset, anim-state reset, prev-screen tracking, attract-mode reactivation, logging — all required for the D3D11/quad-batch architecture. Explicit comment at line 2986 notes orig is silent so port does NOT play SFX (matches orig)",AGENT,2026-05-24
00415030,ScreenPositionerDebugTool,795,4,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:5870,"orig is dev debug grid editor: loads Positioner.tga + writes positioner.txt via fopen_game/fprintf with arrow-key grid edit; port stubs file I/O + glyph rect arrays (unreachable dev screen); FillPrimaryFrontendScanline/Blt collapsed to D3D11 helpers",AGENT,2026-05-24
00415370,ScreenStartupInit,258,4,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:10094,"orig creates 0x198x0x70 DDraw dialog surface + BltColorFill + OK button + case 4 fnTable[0] redirect via timeGetTime; port simplifies to load MainMenu.tga + OK button + 3 present frames -> direct LOCALIZATION_INIT; DDraw surface collapse",AGENT,2026-05-24
00415490,ScreenMainMenuAnd1PRaceFlow,5010,5,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:6088,"24-state FSM; port preserves 7-button main-menu flow; collapses orig states 0x14-0x17 keyboard/joystick-required dialog (port is keyboard-first per :6293 ARCH-DIVERGENCE); GameOptions shadow seed at :6104 preserved; DDraw blits -> D3D11 helpers",AGENT,2026-05-24
004173b1,caseD_7,284,3,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:6088,"Ghidra fragment of ScreenMainMenuAnd1PRaceFlow state 0x16 (slide-in MustSelect dialog 0x110x0xb4); no callers (jump target); port folds entire 0x14-0x17 keyboard-required dialog chain into ARCH-DIVERGENCE collapse at :6293-6302",AGENT,2026-05-24
00417700,caseD_a,1490,3,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:6088,"Ghidra fragment of ScreenMainMenuAnd1PRaceFlow state 0x17 (slide-out exit at anim_counter==0x23 releases lobbyErrorDialog+oneRaceFlow+currentScreen surfaces); no callers; folded into port's ARCH-DIVERGENCE keyboard-first collapse at :6293",AGENT,2026-05-24
00418410,SetFrontendInlineStringEntry,25,3,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:10299,"orig writes g_frontendInlineStringEntryTable[idx]+invalidates _DAT_00465e10; DDraw inline-string registry collapsed in port D3D11 frontend per manifest at td5_frontend.c:10299",AGENT,2026-05-24
00418430,ResetFrontendInlineStringTable,20,3,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:10300,"orig clears _DAT_00465e10 + _g_frontendInlineStringFSM_state=0; DDraw inline-string FSM has no port consumer per ARCH-DIVERGENCE DDraw manifest",AGENT,2026-05-24
00418450,NoOpHookStub,0,3,INTENTIONAL,HOTPATCH_SLOT,td5_frontend.c:10593,"orig is literal RET (0-byte body) used as 13 hot-patch slot call sites; port uses D3D11+Frida runtime hooks instead per manifest 10590-10611",AGENT,2026-05-24
00418460,ScreenMusicTestExtras,2002,4,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:8210,"port Screen_MusicTestExtras mirrors orig 9-state FSM (jukebox cycle/play/OK); DDraw offscreen surfaces replaced with live overlay rendering per [CONFIRMED @ 0x418460] inline annotations",AGENT,2026-05-24
00418c60,QueueFrontendNetworkMessage,224,3,INTENTIONAL,DXPTYPE,td5_frontend.c:10332,"orig writes to g_lobbyMsgRingTypeTable/SizeTable/PayloadBlob (8-slot ring stride 0xc4); port DXPTYPE wire-incompatible per ARCH-DIVERGENCE manifest, lobby ring not ported",AGENT,2026-05-24
00418d50,RunFrontendConnectionBrowser,3500,4,INTENTIONAL,DXPTYPE,td5_frontend.c:6711,"orig 0x418D50 11-state DirectPlay enum/browse FSM; port Screen_ConnectionBrowser is minimal-form static 2-button list with cases 6/7 no-op fall-through per manifest line 10351",AGENT,2026-05-24
00419b30,RenderFrontendSessionBrowser,443,3,INTENTIONAL,DXPTYPE,td5_frontend.c:10333,"orig 0x419B30 renders DXPTYPE session list rows from dpu_exref+0xbfc; port has no exec impl - manifest-only entry under DXPTYPE network/lobby unreachable class",AGENT,2026-05-24
00419cf0,RunFrontendSessionPicker,2071,4,INTENTIONAL,DXPTYPE,td5_frontend.c:6790,"orig 0x419CF0 8-state DXPlay::ConnectionPick/EnumSessionTimer FSM; port Screen_SessionPicker is minimal-form 4-button picker dispatching to CREATE_SESSION per manifest line 10334",AGENT,2026-05-24
0041a530,RenderFrontendCreateSessionNameInput,311,3,INTENTIONAL,DXPTYPE,td5_frontend.c:10335,"orig 0x41A530 DXInput::SetAnsi/GetString text-edit on g_postRaceNameEditTargetPtr; port has no exec impl - manifest-only entry under DXPTYPE unreachable class",AGENT,2026-05-24
0041a670,RenderFrontendLobbyChatInput,306,3,INTENTIONAL,DXPTYPE,td5_frontend.c:10336,"orig 0x41A670 lobby chat ANSI text-input rendering into g_lobbyDecorationStripSurface; port has no exec impl - manifest-only entry under DXPTYPE unreachable class",AGENT,2026-05-24
00417b74,AdvanceFrontendInlineStringTableState,37,3,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:10297,"orig is DDraw inline-string-table FSM advance (g_frontendInlineStringFSM_state++); port collapses entire DDraw inline-string-table subsystem - no 1:1 port function, ARCH-DIVERGENCE DDraw manifest entry",AGENT,2026-05-24
00417d50,ScreenExtrasGallery,1596,5,INTENTIONAL,GALLERY,td5_frontend.c:8995,"orig case 1 batch-loads 27 surfaces + per-scanline crossfade (FillSurfaceRectWithColor/QueueFrontendOverlayRect with g_frontendAnimFrameCounter 0x27f); port Screen_ExtrasGallery uses on-demand loader + fixed 4000ms advance",AGENT,2026-05-24
00417dd2,LoadFrontendExtrasGalleryResources,684,3,INTENTIONAL,GALLERY,td5_frontend.c:10489,"orig batch-loads 21 mugshots + 5 Legals*.tga from Mugshots.zip into DAT_004962e0..DAT_00496348; port consolidates into Screen_ExtrasGallery on-demand path - ARCH-DIVERGENCE Gallery manifest entry",AGENT,2026-05-24
0041808d,caseD_6,37,3,INTENTIONAL,GALLERY,td5_frontend.c:10581,"orig case-arm of ScreenExtrasGallery switch (case 6: LockSecondaryFrontendSurfaceFillColor(0); g_frontendAnimFrameCounter=0x27f); Ghidra-split fragment; port parent Screen_ExtrasGallery covers all cases per ARCH-DIVERGENCE switch-arm manifest",AGENT,2026-05-24
004183b0,SetFrontendInlineStringTable,81,3,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:10298,"orig DDraw inline-string-table init helper: populates g_frontendInlineStringEntryTable + sets _DAT_004963f8/fc params; port collapses entire DDraw inline-string-table subsystem - no 1:1 port function, ARCH-DIVERGENCE DDraw manifest entry",AGENT,2026-05-24
0041a7b0,RunFrontendCreateSessionFlow,2939,4,INTENTIONAL,DXPTYPE,td5_frontend.c:10352,"orig 0x41A7B0 18-state FSM (DXPlay::JoinSession + lobby roster init + name-edit FSM); port collapses to single dispatch to TD5_SCREEN_NETWORK_LOBBY per DXPTYPE manifest",AGENT,2026-05-24
0041b390,CreateFrontendNetworkSession,136,4,INTENTIONAL,DXPTYPE,td5_frontend.c:10337,"orig 0x41B390 calls DXPlay::NewSession + QueueFrontendNetworkMessage(1,SeshCreateMsg); port is structurally unreachable behind DXPTYPE wire-incompat barrier",AGENT,2026-05-24
0041b420,RenderFrontendLobbyStatusPanel,494,3,INTENTIONAL,DXPTYPE,td5_frontend.c:10338,"orig 0x41B420 walks g_lobbySlotStatusTable (6 slots, stride 0x3c) blitting names + status via BltColorFillToSurface; not ported per DXPTYPE manifest",AGENT,2026-05-24
0041b610,ProcessFrontendNetworkMessages,1731,3,INTENTIONAL,DXPTYPE,td5_frontend.c:10339,"orig 0x41B610 dispatches DXPTYPE inbound packets via nested sub-opcodes inside type-1 payload; port flattens to 13 top-level handlers - wire-incompat",AGENT,2026-05-24
0041bd00,RenderFrontendLobbyChatPanel,812,3,INTENTIONAL,DXPTYPE,td5_frontend.c:10340,"orig 0x41BD00 renders lobby chat ring (g_lobbyMsgRing read/write idx) to chat surface; not ported per DXPTYPE manifest - chat protocol wire-incompat",AGENT,2026-05-24
00424560,DrawFrontendLocalizedStringToSurface,245,5,INTENTIONAL,FONTSTR,td5_frontend.c:10444,"orig dispatches BodyText 24x24 DDraw blits (vtbl[0x1c]) or routes to DrawFrontendFontStringToSurface; port collapses into fe_draw_text glyph-strip per FONTSTR class manifest",AGENT,2026-05-24
00424660,DrawFrontendSmallFontStringToSurface,217,3,INTENTIONAL,FONTSTR,td5_frontend.c:10430,"orig walks 12x12 SmallText atlas with per-glyph IDirectDrawSurface::Blt(0x11) reading g_smallFontAdvance/g_smallFontYOffset; port folds into fe_draw_text + s_font_glyph_advance",AGENT,2026-05-24
00424740,DrawFrontendClippedStringToSurface,334,3,INTENTIONAL,FONTSTR,td5_frontend.c:10445,"orig per-glyph SmallText DDraw blit with control-code <0x20 subglyph path + pixel-width clip via param_5 decrement; port collapses to fe_draw_text glyph-strip path",AGENT,2026-05-24
00424890,MeasureOrCenterFrontendString,75,5,INTENTIONAL,FONTSTR,td5_frontend.c:1531,"orig sums g_smallFontAdvance per glyph (12 for control chars) and optionally centers in param_3; port fe_measure_text consumes same advance table via glyph-strip path",AGENT,2026-05-24
004248e0,DrawFrontendWrappedStringLine,356,3,INTENTIONAL,FONTSTR,td5_frontend.c:10446,"orig word-wraps SmallText via local_100 buffer + delegates per-word draw to DrawFrontendClippedStringToSurface; port collapses to fe_draw_text + fe_measure_text wrap pipeline per FONTSTR class",AGENT,2026-05-24
00424a50,MeasureOrCenterFrontendLocalizedString,149,3,INTENTIONAL,FONTSTR,td5_frontend.c:1531,"orig walks PTR_DAT_004660c8 (BodyText 24px) or g_smallFontAdvance per-glyph + center; port collapses to fe_measure_text reading s_font_glyph_advance + fe_draw_text_centered; manifest at td5_frontend.c:10447",AGENT,2026-05-24
00424af0,PresentPrimaryFrontendBufferViaCopy,57,3,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:1483,"orig Copy16BitSurfaceRect(0,0,g_primaryWorkSurface,rect,0x10) blits primary canvas; port collapses to frontend_present_buffer = td5_plat_render_end_scene + td5_plat_present(1)",AGENT,2026-05-24
00424b80,BlitFrontendCachedRect,63,5,INTENTIONAL,SURFBLIT,td5_frontend.c:3012,"orig Copy16BitSurfaceRect of cached 640x480 backdrop into primary work surface; port has no DDERR_SURFACELOST recovery path so the BlitFrontendCachedRect prelude collapses to no-op (manifest line 3019)",AGENT,2026-05-24
00424bc0,CopyPrimaryFrontendRectToSecondary,74,3,INTENTIONAL,SURFBLIT,td5_frontend.c:10415,"orig calls g_secondaryWorkSurface->vtbl[0x1c] Blt(primary->secondary,rect,0x10); port has no secondary surface (D3D11 backbuffer redraws each frame) - folded into immediate-mode pipeline",AGENT,2026-05-24
00424c10,PresentSecondaryFrontendRectViaCopy,63,3,INTENTIONAL,SURFBLIT,td5_frontend.c:10400,"orig Copy16BitSurfaceRect(x,y,g_secondaryWorkSurface,rect,0x10); port collapses all 6 secondary-surface blit/present helpers (manifest 0x00424C10..0x00424E40) into fe_draw_surface_rect + td5_plat_present",AGENT,2026-05-24
00424050,BltColorFillToSurface,190,5,INTENTIONAL,SURFBLIT,td5_frontend.c:5200,"orig DDraw 16bpp Blt via vtbl+0x14 for rect color-fill; port collapses to fe_draw_quad with TD5_PRESET_TRANSLUCENT_LINEAR (no secondary surface)",AGENT,2026-05-24
00424110,DrawFrontendFontStringPrimary,204,5,INTENTIONAL,FONTSTR,td5_frontend.c:1394,"orig 12x12 atlas per-glyph Blt via g_primaryWorkSurface vtbl+0x1C; port frontend_draw_string is no-op stub (text rendered live in render_ui_rects via fe_draw_text)",AGENT,2026-05-24
004241e0,DrawFrontendFontStringSecondary,204,5,INTENTIONAL,FONTSTR,td5_frontend.c:1399,"orig secondary 12x12 atlas Blt to g_secondaryWorkSurface returning advance-sum width; port frontend_draw_small_string is no-op stub (fe_draw_text path)",AGENT,2026-05-24
00424390,DrawFrontendLocalizedStringSecondary,221,5,INTENTIONAL,FONTSTR,td5_frontend.c:5139,"orig SNK_LangDLL_exref[8]==0x30 24x24 wide-font branch else falls through to FontStringSecondary; port frontend_render_legal_copyright_overlay uses fe_draw_text loop",AGENT,2026-05-24
00424470,DrawFrontendFontStringToSurface,228,3,INTENTIONAL,FONTSTR,td5_frontend.c:10421,"orig generic 12x12 atlas Blt to caller-supplied surface with g_smallFontYOffset baseline; port collapses to fe_draw_text+fe_measure_text per ARCH-DIVERGENCE FontStr manifest",AGENT,2026-05-24
0041c030,NormalizeFrontendChatTokens,752,3,INTENTIONAL,DXPTYPE,td5_frontend.c:10265,"chat tokenizer feeds DXPTYPE-1 lobby payload; port's DXPTYPE protocol wire-incompatible per arch divergence manifest; explicitly listed as ARCH-DIVERGENCE NOT-PORTED",AGENT,2026-05-24
0041c330,RunFrontendNetworkLobby,4789,4,INTENTIONAL,DXPTYPE,td5_frontend.c:10341,"18-state DirectPlay lobby FSM; ARCH-DIVERGENCE DXPTYPE manifest entry; structurally unreachable in port (wire-incompatible protocol)",AGENT,2026-05-24
0041d630,ScreenSessionLockedDialog,495,5,FAITHFUL,,td5_frontend.c:10129,"6-state FSM matches orig (init+3 present+4 slide-in 0x20 ticks+5 wait-for-confirm); render at td5_frontend.c:5288 frontend_render_session_locked_overlay; 408x112 dialog with SORRY+SESSION LOCKED text matches orig SNK_SorryTxt/SeshLockedTxt",AGENT,2026-05-24
0041d840,FormatDisplayModeOptionStrings,78,3,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:2037,"orig sprintf %dx%dx%d into 0x20-byte slots at g_displayModeStringTable; port snprintf %dx%d %dbpp via DXGI enum (td5_plat_enum_display_modes) with deliberate label improvement; DDraw mode table absent under D3D11",AGENT,2026-05-24
0041d890,ScreenOptionsHub,1610,5,FAITHFUL,,td5_frontend.c:7279,"10-state FSM matches orig: 6 buttons (Game/Control/Sound/Graphics/TwoPlayer/OK), slide-in 0x27 ticks, button 0-4 sub-screens + OK→MAIN_MENU; shadow-config copy on OK folded into s_game_option_* live storage applied at race start (td5_frontend.c:2715-2721)",AGENT,2026-05-24
00424c50,BlitSecondaryFrontendRectToPrimary,74,3,INTENTIONAL,SURFBLIT,td5_frontend.c:10401,"orig vtbl[0x1c] Blt of secondary→primary surface; port has no secondary surface, collapses to D3D11 immediate-mode pipeline per Phase 5(a) ARCH-DIVERGENCE manifest",AGENT,2026-05-24
00424ca0,PresentPrimaryFrontendBuffer,64,3,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:1483,"orig vtbl[0x1c] Blt full primary work surface to back surface; port unifies with PresentPrimaryFrontendBufferViaCopy into frontend_present_buffer (td5_plat_render_end_scene+present)",AGENT,2026-05-24
00424cf0,PresentSecondaryFrontendRect,74,3,INTENTIONAL,SURFBLIT,td5_frontend.c:10402,"orig vtbl[0x1c] Blt of rect from secondary surface to back surface; port has no secondary surface, collapses per Phase 5(a) ARCH-DIVERGENCE manifest",AGENT,2026-05-24
00424d40,PresentPrimaryFrontendRect,74,3,INTENTIONAL,SURFBLIT,td5_frontend.c:10403,"orig vtbl[0x1c] Blt of rect from primary work surface to back surface; port collapses to D3D11 immediate-mode pipeline per Phase 5(a) manifest",AGENT,2026-05-24
00424d90,FillPrimaryFrontendScanline,170,3,INTENTIONAL,SURFBLIT,td5_frontend.c:10404,"orig vtbl[0x14] BltColorFill 1-scanline fill on primary work surface with 15/16bpp color-key derivation; port has no lockable surface, collapses per Phase 5(a) manifest",AGENT,2026-05-24
00423a80,ScreenCupWonDialog,783,5,FAITHFUL,,td5_frontend.c:10002,"port Screen_CupWon mirrors 6-state FSM (init, present x3, slide-in 32 frames, wait confirm); cup-data delete + OK button at -0x120 + dialog 0x198x0xC4 all preserved",AGENT,2026-05-24
00423db0,ClearBackbufferWithColor,136,3,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:10301,"orig DDraw Blt(0x1c0/0x400) primary surface fill with 5/6 bit color packing; explicitly listed in ARCH-DIVERGENCE DDraw manifest, replaced by td5_plat_render_clear",AGENT,2026-05-24
00423e40,LockSecondaryFrontendSurfaceFillColor,140,3,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:10302,"orig DDraw secondary-surface Blt with 15/16bpp color pack; ARCH-DIVERGENCE DDraw class manifest entry; D3D11 backbuffer has no secondary surface",AGENT,2026-05-24
00423ed0,FillPrimaryFrontendRect,188,5,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:5322,"orig DDraw primary-surface rect Blt (called by InitializeFrontendPresentationState + CarSelection); port folds into td5_plat_render_clear + fe_draw_surface_opaque per Phase 7 RE audit",AGENT,2026-05-24
00423f90,FillSurfaceRectWithColor,188,3,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:10303,"orig DDraw secondary-surface rect Blt with 15/16bpp color pack; ARCH-DIVERGENCE DDraw class manifest entry; no secondary surface in D3D11 port",AGENT,2026-05-24
0041df20,ScreenControlOptions,2880,5,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:7459,"port collapses orig 9-state DDraw surface flow (CreateMenuStringLabelSurface, sprite-rect moves, BltColorFill, primary/secondary buffers) into 9-state simplified FSM; button-handler logic for Configure P1 (idx 1) / Configure P2 (idx 3) / OK (idx 4) preserved; orig's per-input-source device cycling on btn 0/2 not ported (no DDraw input enumeration UI)",AGENT,2026-05-24
0041ea90,ScreenSoundOptions,3794,4,OVERSIGHT,REGR#2,td5_frontend.c:7529,"REGR#2 per permanent_l4_residual.md: orig SFX cycle 3-mode gated by DXSound::CanDo3D() (falls back to 2-mode if 0); port has unconditional 3-mode at td5_frontend.c:7572-7574 (justified as D3D11 always-3D-capable); volume step *10 already fixed at :7578/7585 matches orig; music-test branch (btn 3 → TD5_SCREEN_MUSIC_TEST) and OK (btn 4) preserved",AGENT,2026-05-24
0041f990,ScreenGameOptions,2598,5,CANNOT_DETERMINE,,td5_frontend.c:7357,"orig case-6 button writers target g_specialEncounterUnlockA/B_PROVISIONAL (btn 1/2) and gSpecialEncounterConfigShadow (btn 3); port writes dedicated s_game_option_checkpoint_timers/traffic/cops globals; whether port storage maps to same orig DAT addresses or to independent shadows requires address-level verification of PROVISIONAL global identities. Other button handlers (0 laps clamp 0..3 wrap, 4 difficulty clamp 0..2 wrap, 5 dynamics ^=1, 6 collisions ^=1, 7 OK) match orig",AGENT,2026-05-24
00420400,ScreenDisplayOptions,2102,5,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:7622,"port omits orig DXD3D::CanFog() gate at case-0 (orig creates SNK_FoggingButTxt as preview-button when CanFog==0; port always normal button) — D3D11 always supports fog; case-6 handler matches orig: btn 0 display-mode cycle + td5_save_set_display_mode, btn 1 fog toggle, btn 2 speed-units toggle, btn 3 camera-damping clamp 0..9, btn 4 OK → OPTIONS_HUB; surface management collapsed per D3D11_BACKEND",AGENT,2026-05-24
00420c70,ScreenTwoPlayerOptions,1844,5,FAITHFUL,,td5_frontend.c:7718,"port case-6 button mapping matches orig (btn 0 = g_twoPlayerSplitMode = (delta+val)&1, btn 1 = g_twoPlayerCatchupAssist += delta clamped 0..9, btn 2 = OK → OPTIONS_HUB); multiple inline [CONFIRMED @ 0x420F40] / [CONFIRMED @ 0x42106B] / [CONFIRMED @ 0x4210B3] / [CONFIRMED @ 0x4210F7] tags; surface mgmt simplified per D3D11_BACKEND but logic byte-faithful",AGENT,2026-05-24
004213d0,ScreenQuickRaceMenu,2470,4,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:6585,"port Screen_QuickRaceMenu refactored to use frontend_create_button/play_sfx helpers; orig DDraw blits (BltColorFillToSurface, QueueFrontendOverlayRect, MoveFrontendSpriteRect) replaced; same 7-state FSM and button geometry preserved",AGENT,2026-05-24
00421da0,AwardCupCompletionUnlocks,176,5,INTENTIONAL,SAVE_FORMAT,td5_save.c:1653,"port td5_save_apply_cup_unlocks_ex dispatches on game_type 1-6 unlocking multiple cars/tracks; orig dispatches on g_selectedScheduleIndex (cases 4,5,6,7,16,17,18) unlocking single car index per call; structurally reorganized to match port's unified cup-end flow",AGENT,2026-05-24
00421e90,DrawRaceDataSummaryPanel,1493,5,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:4650,"port frontend_render_race_results_overlay uses fe_draw_text instead of orig DDraw per-glyph DrawFrontendLocalizedStringToSurface; same panel geometry (152,81)/(408,392), label column anchors (x=0, x=0x118), row stride 0x18, per-game-type Y offsets (0x30/0x48/0x60) preserved",AGENT,2026-05-24
00422480,RunRaceResultsScreen,4815,5,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:9144,"port Screen_RaceResults faithfully mirrors 0x16 state FSM (init/present/slide-in/interact/slide L+R/exit/post-race buttons/save-cup); extensive CONFIRMED@ citations; DDraw blits replaced with frontend_* helpers; semantically equivalent",AGENT,2026-05-24
004237f0,ScreenCupFailedDialog,627,5,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:9947,"port Screen_CupFailed faithful — same gate (game_type 1-6 else MAIN_MENU), dialog 0x198x0x70, OK button at -0x120, 6-state FSM (init/3xpresent/slide-in 0x20/wait); state 5 hardcodes TD5_SCREEN_MAIN_MENU vs orig g_returnToScreenIndex (callers always set 5)",AGENT,2026-05-24
